Family:,Subfamily:,Country:,Province:,Genus:,Species:,View:,Filename:
Scarabaeidae,Cetoniinae,CÃ´te d'Ivoire,Haut-Sassandra,Goliathus,regius,Dorsal,rbi_2443.jpg
Scarabaeidae,Cetoniinae,Peru,/,Golinca,bifrons,Lateral,rbi_2444.jpg
Scarabaeidae,Cetoniinae,Peru,/,Golinca,bifrons,Dorsal,rbi_2445.jpg
Scarabaeidae,Cetoniinae,Peru,/,Golinca,bifrons,Dorsal,rbi_2446.jpg
Scarabaeidae,Cetoniinae,Peru,/,Golinca,bifrons,Lateral,rbi_2447.jpg
Scarabaeidae,Cetoniinae,Brazil,Minas Gerais,Gymnetis,barrasi,Dorsal,rbi_2449.jpg
Scarabaeidae,Cetoniinae,French Guiana,/,Gymnetis,circumdata,Dorsal,rbi_2451.jpg
Scarabaeidae,Cetoniinae,Costa Rica,Cartago,Gymnetis,costaricensis,Dorsal,rbi_2452.jpg
Scarabaeidae,Cetoniinae,Brazil,ParÃ¡,Gymnetis,flaveola,Dorsal,rbi_2453.jpg
Scarabaeidae,Cetoniinae,Brazil,ParÃ¡,Gymnetis,flaveola,Dorsal,rbi_2454.jpg
Scarabaeidae,Cetoniinae,United States,"Texas, Bee County",Gymnetis,flavomarginata,Dorsal,rbi_2455.jpg
Scarabaeidae,Cetoniinae,French Guiana,Saint-Laurent-du-Maroni,Gymnetis,holosericea,Dorsal,rbi_2456.jpg
Scarabaeidae,Cetoniinae,French Guiana,Cayenne,Gymnetis,holosericea,Dorsal,rbi_2457.jpg
Scarabaeidae,Cetoniinae,Brazil,Minas Gerais,Gymnetis,holosericea,Dorsal,rbi_2458.jpg
Scarabaeidae,Cetoniinae,Brazil,ParÃ¡,Gymnetis,holosericea,Dorsal,rbi_2460.jpg
Scarabaeidae,Cetoniinae,Brazil,Amazonas,Gymnetis,lilianae,Dorsal,rbi_2461.jpg
Scarabaeidae,Cetoniinae,Brazil,/,Gymnetis,marginiguttata,Dorsal,rbi_2462.jpg
Scarabaeidae,Cetoniinae,Colombia,Antioquia,Gymnetis,marmorea,Dorsal,rbi_2463.jpg
Scarabaeidae,Cetoniinae,Colombia,/,Gymnetis,pantherina,Dorsal,rbi_2464.jpg
Scarabaeidae,Cetoniinae,Brazil,ParÃ¡,Gymnetis,pardalis,Dorsal,rbi_2465.jpg
Scarabaeidae,Cetoniinae,Brazil,ParÃ¡,Gymnetis,pardalis,Dorsal,rbi_2466.jpg
Scarabaeidae,Cetoniinae,Brazil,ParÃ¡,Gymnetis,pardalis,Lateral,rbi_2467.jpg
Scarabaeidae,Cetoniinae,Mexico,Quintana Roo,Gymnetis,radicollis,Dorsal,rbi_2468.jpg
Scarabaeidae,Cetoniinae,Brazil,GoiÃ¡s,Gymnetis,rufilatris,Dorsal,rbi_2469.jpg
Scarabaeidae,Cetoniinae,Suriname,/,Gymnetis,strigosa,Dorsal,rbi_2470.jpg
Scarabaeidae,Cetoniinae,French Guiana,/,Gymnetosoma,bajula,Dorsal,rbi_2471.jpg
Scarabaeidae,Cetoniinae,Panama,ChiriquÃ­,Gymnetosoma,vandenpolli,Dorsal,rbi_2472.jpg
Scarabaeidae,Cetoniinae,Ethiopia,Illubabor Province,Hegemus,pluto,Dorsal,rbi_2473.jpg
Scarabaeidae,Cetoniinae,Ethiopia,Illubabor Province,Hegemus,pluto,Dorsal,rbi_2475.jpg
Scarabaeidae,Cetoniinae,Madagascar,/,Hemilia,striata,Dorsal,rbi_2480.jpg
Scarabaeidae,Cetoniinae,Philippines,"Northern Luzon, Mountain Province",Hemiphaedimus,inermis,Dorsal,rbi_2481.jpg
Scarabaeidae,Cetoniinae,Philippines,"Northern Luzon, Mountain Province",Hemiphaedimus,inermis,Dorsal,rbi_2482.jpg
Scarabaeidae,Cetoniinae,Philippines,"Northern Luzon, Mountain Province",Hemiphaedimus,inermis,Dorsal,rbi_2483.jpg
Scarabaeidae,Cetoniinae,Thailand,Chiang Mai,Hemiprigenia,tibetana,Dorsal,rbi_2485.jpg
Scarabaeidae,Cetoniinae,Thailand,Chiang Mai,Hemiprigenia,tibetana,Dorsal,rbi_2486.jpg
Scarabaeidae,Cetoniinae,Vietnam,Cao Bang,Herculaisia,melaleuca,Dorsal,rbi_2487.jpg
Scarabaeidae,Cetoniinae,Vietnam,Cao Bang,Herculaisia,melaleuca,Dorsal,rbi_2488.jpg
Scarabaeidae,Cetoniinae,Vietnam,Cao Bang,Herculaisia,melaleuca,Lateral,rbi_2489.jpg
Scarabaeidae,Cetoniinae,Vietnam,Cao Bang,Herculaisia,melaleuca,Dorsal Head,rbi_2490.jpg
Scarabaeidae,Cetoniinae,Vietnam,Cao Bang,Herculaisia,melaleuca,Dorsal Head,rbi_2491.jpg
Scarabaeidae,Cetoniinae,Vietnam,Cao Bang,Herculaisia,melaleuca,Lateral Head,rbi_2492.jpg
Scarabaeidae,Cetoniinae,Vietnam,Cao Bang,Herculaisia,satanas,Dorsal,rbi_2493.jpg
Scarabaeidae,Cetoniinae,Vietnam,Cao Bang,Herculaisia,satanas,Dorsal Head,rbi_2494.jpg
Scarabaeidae,Cetoniinae,Greece,Peloponnesos,Heterocnemis,graeca,Dorsal,rbi_2495.jpg
Scarabaeidae,Cetoniinae,Argentina,Misiones,Heterocotinis,semiopaca,Dorsal,rbi_2496.jpg
Scarabaeidae,Cetoniinae,Madagascar,/,Heterophana,propinqua,Dorsal,rbi_2497.jpg
Scarabaeidae,Cetoniinae,Madagascar,/,Heterophana,propinqua,Dorsal,rbi_2498.jpg
Scarabaeidae,Cetoniinae,Madagascar,Antsiranana,Heterophana,subcostata,Dorsal,rbi_2499.jpg
Scarabaeidae,Cetoniinae,China,Tibet Autonomous Region,Heterorhina,amoena,Dorsal,rbi_2500.jpg
Scarabaeidae,Cetoniinae,India,Punjab,Heterorhina,porphyretica,Dorsal,rbi_2501.jpg
Scarabaeidae,Cetoniinae,Sri Lanka,/,Heterorhina,elegans,Dorsal,rbi_2502.jpg
Scarabaeidae,Cetoniinae,Philippines,Palawan,Heterorhina,kuntzeni,Dorsal,rbi_2503.jpg
Scarabaeidae,Cetoniinae,Thailand,Chiang Rai,Heterorhina,leonardi,Dorsal,rbi_2504.jpg
Scarabaeidae,Cetoniinae,Thailand,Chiang Rai,Heterorhina,leonardi,Dorsal,rbi_2505.jpg
Scarabaeidae,Cetoniinae,Thailand,Chiang Rai,Heterorhina,leonardi,Dorsal Head,rbi_2507.jpg
Scarabaeidae,Cetoniinae,China,Tibet Autonomous Region,Heterorhina,leonardi,Dorsal,rbi_2508.jpg
Scarabaeidae,Cetoniinae,China,Tibet Autonomous Region,Heterorhina,leonardi,Dorsal,rbi_2509.jpg
Scarabaeidae,Cetoniinae,Philippines,"Northern Mindanao, Bukidnon Province",Heterorhina,macleyi,Dorsal,rbi_2510.jpg
Scarabaeidae,Cetoniinae,India,West Bengal,Heterorhina,micans,Dorsal,rbi_2511.jpg
Scarabaeidae,Cetoniinae,India,Himachal Pradesh,Heterorhina,nigritarsis,Dorsal,rbi_2512.jpg
Scarabaeidae,Cetoniinae,India,Himachal Pradesh,Heterorhina,nigritarsis,Dorsal,rbi_2513.jpg
Scarabaeidae,Cetoniinae,India,West Bengal,Heterorhina,obesa,Dorsal,rbi_2514.jpg
Scarabaeidae,Cetoniinae,India,West Bengal,Heterorhina,obesa,Dorsal,rbi_2515.jpg
Scarabaeidae,Cetoniinae,Philippines,Mindanao,Heterorhina,paupera,Dorsal,rbi_2516.jpg
Scarabaeidae,Cetoniinae,Philippines,Mindanao,Heterorhina,paupera,Dorsal,rbi_2517.jpg
Scarabaeidae,Cetoniinae,China,Yunnan,Heterorhina,punctatissima,Dorsal,rbi_2518.jpg
Scarabaeidae,Cetoniinae,Philippines,Palawan,Heterorhina,schadenbergi,Dorsal,rbi_2519.jpg
Scarabaeidae,Cetoniinae,Philippines,Palawan,Heterorhina,schadenbergi,Dorsal,rbi_2520.jpg
Scarabaeidae,Cetoniinae,Indonesia,Sumatra,Heterorhina,sexmaculata,Dorsal,rbi_2521.jpg
Scarabaeidae,Cetoniinae,Indonesia,West Java,Heterorhina,sexmaculata,Dorsal,rbi_2522.jpg
Scarabaeidae,Cetoniinae,Indonesia,Lampung,Heterorhina,sexmaculata,Dorsal,rbi_2523.jpg
Scarabaeidae,Cetoniinae,Indonesia,North Sumatra,Heterorhina,sexmaculata,Dorsal,rbi_2524.jpg
Scarabaeidae,Cetoniinae,Indonesia,North Sumatra,Heterorhina,sexmaculata,Dorsal,rbi_2525.jpg
Scarabaeidae,Cetoniinae,Indonesia,North Sumatra,Heterorhina,sexmaculata,Dorsal,rbi_2526.jpg
Scarabaeidae,Cetoniinae,Thailand,Nan,Ingrisma,bilobiceps,Dorsal,rbi_2544.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,East Sepik,Ischiopsopha,lucivorax,Dorsal,rbi_2564.jpg
Scarabaeidae,Cetoniinae,Indonesia,West Java,Heterorhina,sexmaculata,Dorsal,rbi_2527.jpg
Scarabaeidae,Cetoniinae,Philippines,"Northern Mindanao, Bukidnon Province",Heterorhina,suturalis,Dorsal,rbi_2528.jpg
Scarabaeidae,Cetoniinae,Madagascar,/,Heterosoma,alluaudi,Dorsal,rbi_2529.jpg
Scarabaeidae,Cetoniinae,Madagascar,/,Heterosoma,guerini,Dorsal,rbi_2530.jpg
Scarabaeidae,Cetoniinae,Ethiopia,/,Homothyrea,helenae,Dorsal,rbi_2531.jpg
Scarabaeidae,Cetoniinae,Paraguay,/,Hoplopyga,liturata,Dorsal,rbi_2532.jpg
Scarabaeidae,Cetoniinae,French Guiana,Cayenne,Hoplopyga,schistacea,Dorsal,rbi_2533.jpg
Scarabaeidae,Cetoniinae,"Tanzania, United Republic of",East Usambara Mountains,Hypselogenia,geotrupina,Dorsal,rbi_2534.jpg
Scarabaeidae,Cetoniinae,South Africa,KwaZulu-Natal,Hypselogenia,geotrupina,Dorsal,rbi_2535.jpg
Scarabaeidae,Cetoniinae,South Africa,KwaZulu-Natal,Hypselogenia,geotrupina,Dorsal,rbi_2536.jpg
Scarabaeidae,Cetoniinae,South Africa,"Northern Cape, Namaqualand",Hypselogenia,namaquensis,Dorsal,rbi_2537.jpg
Scarabaeidae,Cetoniinae,South Africa,"Northern Cape, Namaqualand",Hypselogenia,namaquensis,Dorsal,rbi_2538.jpg
Scarabaeidae,Cetoniinae,"Tanzania, United Republic of",Usambara Mountains,Hypsycorypha,corrosa,Dorsal,rbi_2539.jpg
Scarabaeidae,Cetoniinae,"Tanzania, United Republic of",Usambara Mountains,Hypsycorypha,corrosa,Dorsal,rbi_2540.jpg
Scarabaeidae,Cetoniinae,South Africa,Transvaal,Ichenostoma,ficqi,Dorsal,rbi_2541.jpg
Scarabaeidae,Cetoniinae,South Africa,Transvaal,Ichenostoma,ficqi,Dorsal,rbi_2542.jpg
Scarabaeidae,Cetoniinae,India,West Bengal,Indoprotaetia,alboguttata,Dorsal,rbi_2543.jpg
Scarabaeidae,Cetoniinae,Thailand,Chiang Mai,Ingrisma,birmanica,Dorsal,rbi_2545.jpg
Scarabaeidae,Cetoniinae,Thailand,Chiang Mai,Ingrisma,birmanica,Dorsal,rbi_2546.jpg
Scarabaeidae,Cetoniinae,Thailand,Nakhon Ratchasima,Ingrisma,birmanica,Dorsal,rbi_2547.jpg
Scarabaeidae,Cetoniinae,Thailand,Chiang Mai,Ingrisma,euryrrhina,Dorsal,rbi_2548.jpg
Scarabaeidae,Cetoniinae,Thailand,Chiang Mai,Ingrisma,euryrrhina,Dorsal,rbi_2549.jpg
Scarabaeidae,Cetoniinae,Thailand,Chiang Mai,Ingrisma,euryrrhina,Dorsal,rbi_2550.jpg
Scarabaeidae,Cetoniinae,Vietnam,Vinh Phuc,Ingrisma,rasuta,Dorsal,rbi_2551.jpg
Scarabaeidae,Cetoniinae,Vietnam,Vinh Phuc,Ingrisma,rasuta,Dorsal,rbi_2552.jpg
Scarabaeidae,Cetoniinae,China,Yunnan,Ingrisma,viridipallens,Dorsal,rbi_2553.jpg
Scarabaeidae,Cetoniinae,Vietnam,Vinh Phuc,Ingrisma,whiteheadi,Dorsal,rbi_2554.jpg
Scarabaeidae,Cetoniinae,"Taiwan, Province of China",Nantou County,Ischiopsopha,aurora,Dorsal,rbi_2555.jpg
Scarabaeidae,Cetoniinae,Indonesia,Irian Jaya (=Papua),Ischiopsopha,bifasciata,Dorsal,rbi_2556.jpg
Scarabaeidae,Cetoniinae,Indonesia,Irian Jaya (=Papua),Ischiopsopha,bruyni,Dorsal,rbi_2557.jpg
Scarabaeidae,Cetoniinae,Indonesia,Irian Jaya (=Papua),Ischiopsopha,dives,Dorsal,rbi_2558.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Eastern Highlands,Ischiopsopha,gagatina,Dorsal,rbi_2559.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Morobe,Ischiopsopha,gigantea,Dorsal,rbi_2560.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Milne Bay,Ischiopsopha,jamesi,Dorsal,rbi_2561.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Milne Bay,Ischiopsopha,jamesi,Dorsal,rbi_2562.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Morobe,Ischiopsopha,lucivorax,Dorsal,rbi_2563.jpg
Scarabaeidae,Cetoniinae,Indonesia,Irian Jaya (=Papua),Ischiopsopha,messagieri,Dorsal,rbi_2565.jpg
Scarabaeidae,Cetoniinae,Indonesia,Maluku,Ischiopsopha,olivacea,Dorsal,rbi_2566.jpg
Scarabaeidae,Cetoniinae,Australia,Queensland,Ischiopsopha,pulchripes,Dorsal,rbi_2567.jpg
Scarabaeidae,Cetoniinae,Indonesia,Sulawesi,Ischiopsopha,ritsemae,Dorsal,rbi_2568.jpg
Scarabaeidae,Cetoniinae,Australia,Queensland,Ischiopsopha,wallacei,Dorsal,rbi_2569.jpg
Scarabaeidae,Cetoniinae,Indonesia,Irian Jaya (=Papua),Ischiopsopha,yapasbouf,Dorsal,rbi_2570.jpg
Scarabaeidae,Cetoniinae,Mexico,/,Ischnoscelis,hoepfneri,Dorsal,rbi_2571.jpg
Scarabaeidae,Cetoniinae,Mexico,/,Ischnoscelis,hoepfneri,Lateral Head,rbi_2572.jpg
Scarabaeidae,Cetoniinae,India,Karnataka,Ixorida,albonotata,Dorsal,rbi_2573.jpg
Scarabaeidae,Cetoniinae,Philippines,"Mindanao, Surigao del Norte Province",Ixorida,boudanti,Dorsal,rbi_2574.jpg
Scarabaeidae,Cetoniinae,Thailand,Chiang Mai,Jumnos,ferreroiminettiique,Dorsal,rbi_2575.jpg
Scarabaeidae,Cetoniinae,Thailand,Chiang Mai,Jumnos,ferreroiminettiique,Dorsal,rbi_2576.jpg
Scarabaeidae,Cetoniinae,India,Himachal Pradesh,Jumnos,rollei,Dorsal,rbi_2577.jpg
Scarabaeidae,Cetoniinae,Thailand,Chiang Mai,Jumnos,ruckeri,Dorsal,rbi_2578.jpg
Scarabaeidae,Cetoniinae,Malaysia,Pahang,Jumnos,ruckeri,Dorsal,rbi_2579.jpg
Scarabaeidae,Cetoniinae,Malaysia,Pahang,Jumnos,ruckeri,Dorsal,rbi_2580.jpg
Scarabaeidae,Cetoniinae,Vietnam,Vinh Phuc,Jumnos,ruckeri,Dorsal,rbi_2581.jpg
Scarabaeidae,Cetoniinae,"Tanzania, United Republic of",Iringa,Landsbergia,albonotata,Dorsal,rbi_2582.jpg
Scarabaeidae,Cetoniinae,"Tanzania, United Republic of",Iringa,Landsbergia,albonotata,Dorsal,rbi_2583.jpg
Scarabaeidae,Cetoniinae,"Tanzania, United Republic of",Njombe,Landsbergia,sordida,Dorsal,rbi_2584.jpg
Scarabaeidae,Cetoniinae,CÃ´te d'Ivoire,/,Leucocellis,decellei,Dorsal,rbi_2585.jpg
Scarabaeidae,Cetoniinae,Russian Federation,Khabarovsk Krai,Liocola,brevitarsis,Dorsal,rbi_2586.jpg
Scarabaeidae,Cetoniinae,China,/,Liocola,brevitarsis,Dorsal,rbi_2587.jpg
Scarabaeidae,Cetoniinae,Japan,Osaka Prefecture,Liocola,cataphracta,Dorsal,rbi_2588.jpg
Scarabaeidae,Cetoniinae,China,/,Liocola,cathaica,Dorsal,rbi_2589.jpg
Scarabaeidae,Cetoniinae,Japan,Kanagawa Prefecture,Liocola,inesperata,Dorsal,rbi_2590.jpg
Scarabaeidae,Cetoniinae,Indonesia,Maluku,Lomaptera,adelpha,Dorsal,rbi_2591.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Morobe,Lomaptera,annae,Dorsal,rbi_2592.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Morobe,Lomaptera,astrolabae,Dorsal,rbi_2593.jpg
Scarabaeidae,Cetoniinae,Australia,Queensland,Lomaptera,backeri,Dorsal,rbi_2594.jpg
Scarabaeidae,Cetoniinae,Indonesia,Irian Jaya (=Papua),Lomaptera,burgeoni,Dorsal,rbi_2595.jpg
Scarabaeidae,Cetoniinae,Indonesia,Irian Jaya (=Papua),Lomaptera,burgeoni,Lateral,rbi_2596.jpg
Scarabaeidae,Cetoniinae,Australia,Queensland,Lomaptera,cinnameomea,Dorsal,rbi_2597.jpg
Scarabaeidae,Cetoniinae,Australia,Queensland,Lomaptera,cinnameomea,Dorsal,rbi_2598.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Morobe,Lomaptera,darcisi,Dorsal,rbi_2599.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Morobe,Lomaptera,darcisi,Dorsal,rbi_2600.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Morobe,Lomaptera,darcisi,Dorsal,rbi_2601.jpg
Scarabaeidae,Cetoniinae,Australia,Queensland,Lomaptera,duboulayi,Dorsal,rbi_2602.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Morobe,Lomaptera,geelvinkiana,Dorsal,rbi_2603.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Morobe,Lomaptera,geelvinkiana,Dorsal,rbi_2604.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,/,Lomaptera,linae,Dorsal,rbi_2605.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,/,Lomaptera,linae,Lateral,rbi_2606.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Morobe,Lomaptera,lutea,Dorsal,rbi_2607.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Morobe,Lomaptera,lutea,Dorsal,rbi_2608.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Morobe,Lomaptera,narcisi,Dorsal,rbi_2609.jpg
Scarabaeidae,Cetoniinae,Indonesia,Irian Jaya (=Papua),Lomaptera,papoua,Dorsal,rbi_2610.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Eastern Highlands,Lomaptera,prolongata,Dorsal,rbi_2611.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Milne Bay,Lomaptera,rosselensis,Dorsal,rbi_2612.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Morobe,Lomaptera,salvadorei,Dorsal,rbi_2613.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Eastern Highlands,Lomaptera,satanas,Dorsal,rbi_2614.jpg
Scarabaeidae,Cetoniinae,Indonesia,Irian Jaya (=Papua),Lomaptera,sordida,Dorsal,rbi_2615.jpg
Scarabaeidae,Cetoniinae,Congo,/,Lophorrhina,5-lineata,Dorsal,rbi_2616.jpg
Scarabaeidae,Cetoniinae,"Congo, The Democratic Republic of the",/,Lophorrhina,5-lineata,Dorsal,rbi_2617.jpg
Scarabaeidae,Cetoniinae,"Tanzania, United Republic of",Iringa Mountains,Lophorrhina,donckieri,Dorsal,rbi_2618.jpg
Scarabaeidae,Cetoniinae,Senegal,/,Lophorrhina,pentachordia,Dorsal,rbi_2619.jpg
Scarabaeidae,Cetoniinae,Senegal,/,Lophorrhina,pentachordia,Dorsal,rbi_2620.jpg
Scarabaeidae,Cetoniinae,Cameroon,Southwest Region,Lophorrhina,pseudincoides,Dorsal,rbi_2621.jpg
Scarabaeidae,Cetoniinae,Cameroon,Southwest Region,Lophorrhina,pseudincoides,Dorsal,rbi_2622.jpg
Scarabaeidae,Cetoniinae,"Tanzania, United Republic of",Iringa,Lophorrhina,tridenticornis,Dorsal,rbi_2623.jpg
Scarabaeidae,Cetoniinae,"Tanzania, United Republic of",Iringa,Lophorrhina,tridenticornis,Dorsal,rbi_2624.jpg
Scarabaeidae,Cetoniinae,"Tanzania, United Republic of",Rubeho Mountains,Lophorrhina,tridenticornis,Dorsal,rbi_2625.jpg
Scarabaeidae,Cetoniinae,Vietnam,Vinh Phuc,Macroprotaetia,rubrocuprea,Dorsal,rbi_2627.jpg
Scarabaeidae,Cetoniinae,Brazil,MaranhÃ£o,Maculinetis,tigrina,Dorsal,rbi_2628.jpg
Scarabaeidae,Cetoniinae,Indonesia,North Sumatra,Maganthracophora,gigantea,Lateral,rbi_2629.jpg
Scarabaeidae,Cetoniinae,Indonesia,West Sumatra,Maneschetocia,punctata,Dorsal,rbi_2630.jpg
Scarabaeidae,Cetoniinae,Indonesia,Southwest Sumatra,Maneschetocia,punctata,Dorsal,rbi_2631.jpg
Scarabaeidae,Cetoniinae,CÃ´te d'Ivoire,/,Mecaspidius,cinereus,Dorsal,rbi_2632.jpg
Scarabaeidae,Cetoniinae,Philippines,Dinagat Islands,Mecinonota,regia,Dorsal,rbi_2633.jpg
Scarabaeidae,Cetoniinae,"Tanzania, United Republic of",East Usambara Mountains,Mecynorhinella,oberthueri,Dorsal,rbi_2634.jpg
Scarabaeidae,Cetoniinae,"Tanzania, United Republic of",East Usambara Mountains,Mecynorhinella,oberthueri,Dorsal,rbi_2635.jpg
Scarabaeidae,Cetoniinae,Cameroon,Southwest Region,Mecynorhinella,torquata,Dorsal,rbi_2636.jpg
Scarabaeidae,Cetoniinae,Cameroon,Southwest Region,Mecynorhinella,torquata,Dorsal,rbi_2637.jpg
Scarabaeidae,Cetoniinae,Cameroon,Southwest Region,Mecynorhinella,torquata,Dorsal,rbi_2638.jpg
Scarabaeidae,Cetoniinae,"Congo, The Democratic Republic of the",Albert National Park (=Virunga National Park),Mecynorhinella,ugandensis,Dorsal,rbi_2639.jpg
Scarabaeidae,Cetoniinae,"Congo, The Democratic Republic of the",Albert National Park (=Virunga National Park),Mecynorhinella,ugandensis,Dorsal,rbi_2640.jpg
Scarabaeidae,Cetoniinae,"Congo, The Democratic Republic of the",/,Mecynorhinella,ugandensis,Dorsal,rbi_2641.jpg
Scarabaeidae,Cetoniinae,"Congo, The Democratic Republic of the",Katanga,Megalorrhina,harissi,Dorsal,rbi_2642.jpg
Scarabaeidae,Cetoniinae,Cameroon,Southwest Region,Megalorrhina,harissi,Dorsal,rbi_2643.jpg
Scarabaeidae,Cetoniinae,"Congo, The Democratic Republic of the",Katanga,Megalorrhina,harissi,Dorsal,rbi_2644.jpg
Scarabaeidae,Cetoniinae,CÃ´te d'Ivoire,Dix-Huit Montagnes,Megalorrhina,harissi,Dorsal,rbi_2645.jpg
Scarabaeidae,Cetoniinae,"Tanzania, United Republic of",Usambara Mountains,Megalorrhina,harissi,Dorsal,rbi_2646.jpg
Scarabaeidae,Cetoniinae,"Tanzania, United Republic of",East Usambara Mountains,Megalorrhina,harissi,Dorsal,rbi_2647.jpg
Scarabaeidae,Cetoniinae,"Tanzania, United Republic of",East Usambara Mountains,Megalorrhina,harissi,Dorsal,rbi_2648.jpg
Scarabaeidae,Cetoniinae,Indonesia,North Sumatra,Meganthracophora,gigantea,Dorsal,rbi_2649.jpg
Scarabaeidae,Cetoniinae,Indonesia,North Sumatra,Meganthracophora,gigantea,Frontal,rbi_2650.jpg
Scarabaeidae,Cetoniinae,Indonesia,North Sumatra,Meganthracophora,gigantea,Lateral,rbi_2651.jpg
Scarabaeidae,Cetoniinae,Vietnam,Vinh Phuc,Meganthracophora,vietnamica,Dorsal,rbi_2652.jpg
Scarabaeidae,Cetoniinae,Indonesia,Irian Jaya (=Papua),Megaphonia,adolphinae,Lateral,rbi_2653.jpg
Scarabaeidae,Cetoniinae,Indonesia,Irian Jaya (=Papua),Megaphonia,adolphinae,Dorsal,rbi_2654.jpg
Scarabaeidae,Cetoniinae,Zimbabwe,Masvingo,Melinesthes,algoensis,Dorsal,rbi_2655.jpg
Scarabaeidae,Cetoniinae,Zimbabwe,"Eastern Highlands, Manicaland",Melinesthes,algoensis,Dorsal,rbi_2656.jpg
Scarabaeidae,Cetoniinae,South Africa,Limpopo,Melinesthes,umbonotata,Dorsal,rbi_2657.jpg
Scarabaeidae,Cetoniinae,Philippines,Palawan,Meroloba,quadrilineata,Dorsal,rbi_2658.jpg
Scarabaeidae,Cetoniinae,China,Tibet Autonomous Region,Microcosmiomorpha,setulosa,Dorsal,rbi_2660.jpg
Scarabaeidae,Cetoniinae,Vietnam,Vinh Phuc,Microcosmiomorpha,setulosa,Dorsal,rbi_2661.jpg
Scarabaeidae,Cetoniinae,China,Fujian,Microcosmiomorpha,setulosa,Dorsal,rbi_2662.jpg
Scarabaeidae,Cetoniinae,"Taiwan, Province of China",Nantou County,Microcosmiomorpha,similis,Dorsal,rbi_2663.jpg
Scarabaeidae,Cetoniinae,Japan,Ishigaki Island,Microcosmiomorpha,similis,Dorsal,rbi_2664.jpg
Scarabaeidae,Cetoniinae,Japan,Ishigaki Island,Microcosmiomorpha,similis,Dorsal,rbi_2665.jpg
Scarabaeidae,Cetoniinae,Japan,Yonaguni-jima,Microcosmiomorpha,similis,Dorsal,rbi_2666.jpg
Scarabaeidae,Cetoniinae,"Taiwan, Province of China",Nantou County,Microcosmiomorpha,taiwanomontanus,Dorsal,rbi_2667.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Morobe,Microlomaptera,clarki,Dorsal,rbi_2668.jpg
Scarabaeidae,Cetoniinae,Papua New Guinea,Morobe,Microlomaptera,clarki,Dorsal,rbi_2669.jpg
Scarabaeidae,Cetoniinae,Australia,New South Wales,Micropoecilia,cincta,Dorsal,rbi_2671.jpg
Scarabaeidae,Cetoniinae,Madagascar,/,Moriaphila,fascicularis,Dorsal,rbi_2672.jpg
Scarabaeidae,Cetoniinae,China,Yunnan,Moseriana,bimaculata,Dorsal,rbi_2673.jpg
Scarabaeidae,Cetoniinae,Vietnam,HÃ Giang,Moseriana,brevipilosa,Dorsal,rbi_2674.jpg
Scarabaeidae,Cetoniinae,China,Yunnan,Moseriana,nitida,Dorsal,rbi_2675.jpg
Scarabaeidae,Cetoniinae,Indonesia,Maluku,Mycterophallus,validipes,Dorsal,rbi_2676.jpg
Scarabaeidae,Cetoniinae,Malaysia,Pahang,Mystroceros,macleayi,Dorsal,rbi_2677.jpg
Scarabaeidae,Cetoniinae,Malaysia,Pahang,Mystroceros,macleayi,Dorsal,rbi_2678.jpg
Scarabaeidae,Cetoniinae,Indonesia,West Sumatra,Mystroceros,rouyeri,Dorsal,rbi_2679.jpg
Scarabaeidae,Cetoniinae,Indonesia,West Sumatra,Mystroceros,rouyeri,Dorsal,rbi_2680.jpg
Scarabaeidae,Cetoniinae,India,Tamil Nadu,Narycius,opalus,Dorsal Head,rbi_2681.jpg
Scarabaeidae,Cetoniinae,India,Tamil Nadu,Narycius,opalus,Dorsal,rbi_2682.jpg
Scarabaeidae,Cetoniinae,India,Tamil Nadu,Narycius,opalus,Dorsal,rbi_2683.jpg
Scarabaeidae,Cetoniinae,India,Tamil Nadu,Narycius,opalus,Lateral,rbi_2684.jpg
Scarabaeidae,Cetoniinae,India,Tamil Nadu,Narycius,opalus,Lateral,rbi_2685.jpg
